"","shipment_date","port","import_export","taxa","genus","species","quantity","value"
"1",2002-12-09,"SF","I","mammal","Hippotragus","niger",1,0
"2",2005-07-28,"LO","I","shell","Pinctada","nigra",3480,7086
"3",2006-04-23,"AT","I","mammal","Equus","burchellii",3,486
"4",2003-03-27,"NY","I","reptile","Varanus","niloticus",15,12434
"5",2003-06-27,"CP","I","mammal","Chinchilla","sp.",1,245
"6",2005-06-23,"MI","I","bird","Tiaris","olivacea",3,0
"7",2006-09-13,"1","I","mammal","Oreamnos","americanus",1,0
"8",2014-09-06,"ME","I","shell","Pinctada","maxima",578,NA
"9",2011-04-28,"LA","I","echinoderms","Holothuria","sp.",2515,NA
"10",2013-02-20,"LA","I","shell","Octopus","vulgaris",6,202
"11",2006-07-20,"HA","I","shell","Placuna","placenta",180,174
"12",2002-08-15,"LA","I","bird","Struthio","camelus",620,44139
"13",2013-03-15,"LA","I","coral","Montipora","sp.",24,132
"14",2011-02-22,"LA","I","coral","Cynarina","lacrymalis",1,NA
"15",2012-10-18,"HN","I","fish","Non-CITES entry","sp.",100,6
"16",2009-05-09,"NY","I","mammal","Antidorcas","marsupialis",1,NA
"17",2008-05-31,"NY","I","reptile","Python","molurus",2,NA
"18",2008-06-17,"NW","I","reptile","Elaphe","carinata",27,NA
"19",2005-10-11,"NY","I","mammal","Aepyceros","melampus",1,50
"20",2006-03-03,"SF","I","shell","Trochus","niloticus",63,5
"21",2009-11-19,"NY","I","coral","Leptoseris","sp.",2,NA
"22",2001-11-16,"NY","I","mammal","Alopex","lagopus",1,60
"23",2006-01-17,"NW","I","mammal","Cryptoprocta","ferox",4,20
"24",2011-09-15,"LA","I","shell","Pinctada","margaritifera",2476,2476
"25",2011-03-21,"HN","I","mammal","Antidorcas","marsupialis",1,NA
"26",2009-02-27,"SY","I","shell","Melongena","sp.",5818,NA
"27",2008-11-13,"HA","I","insect","Non-CITES entry","sp.",6,NA
"28",2006-10-11,"DS","I","bird","Anas","americana",1,0
"29",2011-09-30,"DS","I","bird","Anas","discors",1,0
"30",2005-01-18,"AN","I","bird","Phasianus","colchicus",1488,3
"31",2013-09-29,"NY","I","mammal","Procyon","lotor",4,NA
"32",2011-05-13,"ME","I","shell","Pinctada","maxima",12,156
"33",2002-10-05,"EA","I","bird","Anser","albifrons",3,0
"34",2007-04-07,"SF","I","coral","Montastraea","valenciennesii",5,27
"35",2005-03-30,"NW","I","shell","Pinctada","margaritifera",11175,12166
"36",2010-06-12,"LA","I","coral","Goniopora","sp.",10,NA
"37",2014-10-31,"DF","I","mammal","Loxodonta","africana",6,NA
"38",2013-11-09,"LA","I","coral","Plerogyra","sinuosa",3,NA
"39",2007-08-27,"CP","I","mammal","Vulpes","vulpes",19,1900
"40",2009-03-15,"NY","I","reptile","Elaphe","carinata",47,NA
"41",2009-07-29,"LA","I","shell","Pecten","sp.",1333,NA
"42",2010-11-24,"BL","I","shell","Nassarius","pullus",2,NA
"43",2008-01-18,"LA","I","fish","Hippocampus","kuda",200,NA
"44",2011-07-25,"HA","I","shell","Cypraea","annulus",65,0
"45",2005-12-21,"LO","I","mammal","Odocoileus","virginianus",56,42
"46",2007-03-03,"LA","I","coral","Porites","sp.",4,12
"47",2005-09-26,"SF","I","coral","Favites","abdita",7,26
"48",2001-01-23,"HA","I","coral","Fungia","sp.",2,5
"49",2001-04-21,"NY","I","reptile","Alligator","mississippiensis",5,625
"50",2010-03-23,"LO","I","shell","Pinctada","margaritifera",4,NA
"51",2004-03-06,"AT","I","bird","Coturnix","coturnix",10,17
"52",2010-09-10,"NW","I","mammal","Cervus","elaphus",35,NA
"53",2004-12-21,"MI","I","fish","Tropical fish","(freshwater sp.)",9950,2262
"54",2014-10-02,"HA","I","echinoderms","Linckia","laevigata",405,NA
"55",2012-06-19,"HA","I","other","Other live inverts","in trop fish &",10000,880
"56",2003-12-08,"NG","I","reptile","Caiman","crocodilus",1086,72219
"57",2003-05-23,"SE","I","bird","Corythaixoides","concolor",1,100
"58",2006-12-20,"CH","I","other","Other live inverts","in trop fish &",260,542
"59",2013-03-26,"SF","I","insect","Danaus","sp.",20,10
"60",2004-07-30,"SS","I","mammal","Canis","lupus",1,0
"61",2005-05-19,"NY","I","mammal","Mustela","vison",108,16238
"62",2007-12-09,"NY","I","fish","Tropical fish","(freshwater sp.)",11455,4134
"63",2004-09-16,"NY","I","shell","Nautilus","pompilius",65,20
"64",2005-03-03,"MI","I","mammal","Papio","hamadryas",2,80
"65",2010-10-15,"SF","I","crustacean","Periclimenes","sp.",20,NA
"66",2008-05-04,"LA","I","fish","Tropical fish","(freshwater sp.)",6862,NA
"67",2010-03-09,"NY","I","coral","Scleractinia","sp.",300,NA
"68",2002-11-17,"LA","I","amphibian","Pachytriton","brevipes",100,55
"69",2010-10-14,"AN","I","bird","Struthio","camelus",1140,NA
"70",2011-11-17,"NO","I","shell","Haliotis","ovin",3000,600
"71",2010-04-15,"SW","I","insect",NA,NA,1,NA
"72",2009-07-01,"NY","I","mammal","Phacochoerus","africanus",1,NA
"73",2001-07-29,"LA","I","coral","Goniopora","sp.",8,23
"74",2006-05-01,"NY","I","mammal","Aepyceros","melampus",1,50
"75",2008-03-14,"SY","I","fish",NA,NA,3,NA
"76",2013-02-15,"NW","I","fish","Dasyatis","pastinaca",120,2040
"77",2014-01-28,"SY","I","echinoderms","Dendraster","sp.",366,NA
"78",2005-09-07,"NY","I","mammal","Papio","hamadryas",1,50
"79",2003-05-02,"CH","I","reptile","Caiman","sp.",2,283
"80",2013-11-23,"AN","I","mammal","Macaca","fascicularis",147,NA
"81",2007-05-25,"LA","I","coral","Acropora","sp.",39,107
"82",2011-08-14,"LA","I","bird","Struthio","camelus",7,6674
"83",2012-08-22,"LA","I","bird","Chlorophanes","spiza",34,850
"84",2000-03-02,"HN","I","mammal","Panthera","leo",1,50
"85",2007-09-25,"CP","I","mammal","Mustela","vison",6,10530
"86",2012-01-08,"LA","I","shell","Octopus","sp.",250,1463
"87",2006-07-13,"LO","I","shell","Polinices","tumidus",237,5
"88",2004-08-13,"DS","I","bird","Aquila","chrysaetos",4,0
"89",2004-05-27,"NW","I","reptile","Caiman","crocodilus",2,1
"90",2003-02-09,"NY","I","reptile","Alligator","mississippiensis",30,11060
"91",2012-10-02,"CH","I","insect","Non-CITES entry","sp.",1400,13454
"92",2014-02-12,"MI","I","coral","Euphyllia","divisa",2,NA
"93",2007-03-16,"AN","I","shell",NA,NA,900,3150
"94",2000-12-03,"NY","I","mammal","Mustela","vison",16,14916
"95",2014-09-22,"SF","I","shell","Margaritifera","margaritifera",2,NA
"96",2012-09-18,"HN","I","mammal","Kobus","ellipsiprymnus",1,135
"97",2002-06-30,"LA","I","amphibian","Rana","sp.",90,18
"98",2006-07-03,"NY","I","reptile","Acrochordus","javanicus",1,346
"99",2013-10-03,"6","I","mammal","Ursus","americanus",1,NA
"100",2008-01-24,"PB","I","mammal","Cervus","elaphus",18,NA
"101",2005-03-24,"NW","I","reptile","Alligator","mississippiensis",4,2696
"102",2012-07-20,"ME","I",NA,NA,NA,15,25
"103",2001-01-27,"NY","I","reptile","Varanus","niloticus",16,2137
"104",2010-06-16,"NY","I","reptile","Crocodylus","porosus",1,NA
"105",2010-12-22,"LA","I",NA,NA,NA,15,NA
"106",2011-08-09,"AN","I","reptile","Crocodylus","siamensis",1,20
"107",2011-12-21,"SF","I","fish","Cichlasoma","sp.",15,60
"108",2006-10-23,"NG","I","echinoderms","Pisaster","sp.",2225,1752
"109",2008-05-17,"SF","I","mammal","Equus","burchellii",1,NA
"110",2009-08-23,"GP","I","mammal","Ursus","americanus",1,NA
"111",2004-08-08,"MI","I","shell","Cypraea","sp.",280,357
"112",2014-05-14,"MI","I","amphibian","Phyllomedusa","bicolor",30,NA
"113",2004-12-11,"NY","I","fish","Tropical fish","(freshwater sp.)",2103,875
"114",2003-10-27,"SE","I","mammal","Aepyceros","melampus",1,25
"115",2005-07-13,"AT","I","mammal","Alcelaphus","buselaphus",3,850
"116",2002-02-15,"LA","I","other","Other live inverts","in trop fish &",391,426
"117",2000-06-11,"LA","I","coral","Favia","sp.",17,31
"118",2003-01-25,"SE","I","mammal","Puma","concolor",1,0
"119",2001-07-23,"NY","I","mammal","Chinchilla","lanigera",3,600
"120",2000-10-26,"MI","I","reptile","Anolis","sp.",357,268
"121",2009-09-02,"NY","I","mammal","Procavia","capensis",1,NA
"122",2012-12-16,"LO","I","shell","Pinctada","margaritifera",17595,1965
"123",2010-10-12,"PB","I","bird","Aythya","valisineria",3,NA
"124",2003-01-09,"SE","I","mammal","Ursus","americanus",1,761
"125",2010-02-24,"NW","I",NA,NA,NA,4,NA
"126",2009-10-19,"PT","I","mammal","Phacochoerus","aethiopicus",1,NA
"127",2010-12-22,"PT","I","mammal","Aepyceros","melampus",1,NA
"128",2005-02-18,"NY","I","bird","Dromaius","novaehollandiae",1,325
"129",2010-12-04,"CH","I","shell","Pinctada","margaritifera",300,NA
"130",2004-10-14,"HA","I","reptile","Alligator","mississippiensis",1,1616
"131",2008-11-21,"LO","I","shell","Placuna","placenta",20,NA
"132",2005-12-09,"SF","I","shell","Placuna","placenta",74,440
"133",2007-07-01,"MI","I","fish","Tropical fish","(freshwater sp.)",28213,1354
"134",2006-08-01,"SW","I","mammal","Bison","bison",18496,78385
"135",2004-05-25,"NY","I","reptile","Tupinambis","merianae",1,575
"136",2014-07-27,"NY","I","shell","Hyriopsis","schlegelii",858,NA
"137",2011-04-18,"DF","I","shell","Pinctada","maxima",4448,NA
"138",2007-09-27,"SF","I","shell","Placuna","placenta",2274,4389
"139",2010-06-26,"LA","I","shell","Todarodes","pacificus",526,NA
"140",2000-06-27,"NW","I","reptile","Gekko","gecko",132,40000
"141",2013-08-29,"NY","I","reptile","Alligator","mississippiensis",1,NA
"142",2003-04-19,"NY","I","bird","Struthio","camelus",1,2122
"143",2013-12-25,"CH","I","mammal","Aepyceros","melampus",2,NA
"144",2004-01-14,"NY","I","fish","All live tropical fish","(including goldfish)",1380,759
"145",2005-11-13,"LA","I","coral","Blastomussa","wellsi",2,13
"146",2003-12-21,"NY","I","mammal","Aepyceros","melampus",1,80
"147",2008-07-26,"LA","I","coral","Turbinaria","mesenterina",20,NA
"148",2010-10-22,"NY","I","mammal","Aepyceros","melampus",1,NA
"149",2004-04-09,"LA","I","other","Other live inverts","in trop fish &",423,595
"150",2010-03-25,"NG","I","mammal","Odocoileus","hemionus",1,NA
"151",2013-05-31,"HN","I","fish","Pelvicachromis","sp.",100,100
"152",2009-08-30,"AT","I","mammal","Raphicerus","campestris",1,NA
"153",2000-11-26,"LA","I","coral","Physogyra","sp.",8,22
"154",2009-07-15,"BN","I","other","Dugesia","sp.",8,NA
"155",2014-06-11,"SW","I","mammal","Alces","americanus",1,NA
"156",2003-02-22,"CH","I","mammal","Connochaetes","gnou",1,89
"157",2011-06-04,"PB","I","mammal","Ursus","americanus",1,0
"158",2006-11-07,"LA","I","coral","Trachyphyllia","geoffroyi",10,35
"159",2004-07-25,"LA","I","coral","Euphyllia","glabrescens",15,68
"160",2012-05-03,"NY","I","mammal","Vulpes","lagopus",2,1000
"161",2001-10-13,"LA","I","other","Other live inverts","in trop fish &",91,142
"162",2009-05-26,"LA","I","coral","Favia","sp.",3,NA
"163",2014-09-14,"CH","I","fish","Dendrochirus","zebra",5,NA
"164",2013-01-08,"SF","I","mammal","Panthera","pardus",1,0
"165",2006-05-28,"NW","I","reptile","Homalopsis","buccata",8,208
"166",2012-10-26,"LA","I","coral","Favia","sp.",10,85
"167",2008-01-16,"LO","I","shell","Conus","sp.",3350,NA
"168",2014-01-25,"NY","I","reptile","Python","bivittatus",4,NA
"169",2014-02-10,"CH","I","mammal","Connochaetes","gnou",1,NA
"170",2005-03-12,"CH","I","shell","Haliotis","sp.",7740,548
"171",2002-06-11,"DF","I","reptile","Caiman","crocodilus",10,349
"172",2013-01-18,"CH","I","mammal","Damaliscus","pygargus",1,95
"173",2014-10-01,"LA","I","shell","Pinctada","maxima",11,NA
"174",2011-12-06,"SF","I","bird","Struthio","camelus",168,4081
"175",2002-06-13,"SE","I","mammal","Odocoileus","sp.",25,65
"176",2008-09-10,"BN","I","mammal","Cervus","elaphus",6,NA
"177",2012-03-14,"NY","I","reptile","Python","reticulatus",4,1494
"178",2003-04-23,"LA","I",NA,NA,NA,148,2458
"179",2014-12-30,"LA","I","crustacean",NA,NA,57,NA
"180",2014-07-30,"LA","I","shell","Conus","leopardus",100,NA
"181",2014-02-08,"AT","I","coral","Euphyllia","cristata",10,NA
"182",2001-06-29,"AT","I","mammal","Aepyceros","melampus",1,330
"183",2006-10-25,"NY","I","fish","Dasyatis","sephen",27,1876
"184",2004-06-23,"CH","I","mammal","Taurotragus","oryx",1,388
"185",2009-06-30,"AN","I","shell",NA,NA,1,NA
"186",2014-05-06,"NY","I","reptile","Python","bivittatus",5,NA
"187",2002-11-02,"PT","I","mammal","Kobus","leche",1,60
"188",2012-05-15,"LA","I","shell","Pinctada","martensii",13986,182
"189",2009-01-21,"LA","I","shell","Pinctada","maxima",4200,NA
"190",2005-09-07,"SJ","I","reptile","Python","reticulatus",18,1341
"191",2008-06-17,"LA","I","coral","Fungia","fungites",10,NA
"192",2007-05-20,"6","I","mammal","Ursus","americanus",1,0
"193",2011-09-02,"NW","I","reptile","Tupinambis","merianae",12,9540
"194",2005-01-02,"BN","I","other","Non-CITES entry","sp.",1,26
"195",2012-02-15,"CH","I","mammal","Syncerus","caffer",1,325
"196",2011-05-09,"SE","I","shell","Cymatium","sp.",2,6
"197",2003-08-20,"CA","I","fish","Anguilla","rostrata",181,1400
"198",2004-07-26,"AN","I","mammal","Mustela","vison",25,29624
"199",2013-05-23,"LA","I","fish","Tropical fish","(marine sp.)",296,15
"200",2007-09-09,"NY","I","reptile","Alligator","mississippiensis",1,344
"201",2014-11-05,"NW","I","reptile","Crocodylus","niloticus",1,NA
"202",2004-06-24,"LA","I","mammal","Ondatra","zibethicus",8,3030
"203",2012-05-31,"NY","I","bird","Struthio","camelus",2,50
"204",2008-07-30,"SF","I","shell","Panopea","generosa",465,NA
"205",2003-05-23,"LA","I","fish","All live tropical fish","(including goldfish)",660,1607
"206",2010-12-21,"NW","I","shell","Todarodes","sp.",10118,NA
"207",2002-04-30,"LA","I","coral","Hydnophora","sp.",6,24
"208",2013-04-13,"NY","I","reptile","Elaphe","carinata",1,161
"209",2003-03-16,"LA","I","fish","All live tropical fish","(including goldfish)",3073,2169
"210",2008-05-19,"CP","I","mammal","Mustela","vison",6,NA
"211",2004-07-15,"HN","I","mammal","Ovis","aries",1,50
"212",2009-03-24,"HN","I","shell","Trachycardium","sp.",4,NA
"213",2008-03-21,"AN","I","shell",NA,NA,38,NA
"214",2009-09-01,"MP","I","mammal","Mustela","vison",1,NA
"215",2014-10-03,"NW","I","reptile","Python","reticulatus",2,NA
"216",2012-08-10,"NY","I","mammal","Sylvicapra","grimmia",1,50
"217",2009-07-26,"NY","I","fish","Tropical fish","(freshwater sp.)",5006,NA
"218",2002-08-07,"AN","I","fish","Dasyatis","sp.",61,6411
"219",2013-10-18,"SW","I","mammal","Alces","americanus",90,NA
"220",2009-10-23,"NY","I","reptile","Acrochordus","javanicus",1,NA
"221",2011-07-19,"NW","I","shell","Strombus","canarium",36,26
"222",2008-10-23,"HN","I","mammal","Equus","burchellii",1,NA
"223",2008-11-29,"AN","I","shell",NA,NA,15,NA
"224",2014-03-26,"LA","I","shell","Dosidicus","gigas",10573,NA
"225",2005-09-22,"LA","I","crustacean","Non-CITES entry","sp.",30,105
"226",2010-07-28,"NW","I","reptile","Ptyas","mucosus",1,NA
"227",2007-08-24,"LA","I","coral","Favites","chinensis",4,10
"228",2007-09-11,"NY","I","shell","Tectus","niloticus",21,1
"229",2001-03-21,"MI","I","insect",NA,NA,270,577
"230",2014-08-02,"NW","I","reptile","Python","bivittatus",6,NA
"231",2007-04-10,"SE","I","shell","Pteria","penguin",224,19252
"232",2006-11-11,"LA","I","mammal","Ovis","aries",2016,421
"233",2014-07-03,"BN","I","mammal","Sus","scrofa",913,NA
"234",2002-04-12,"MI","I","reptile","Cordylus","tropidosternum",49,98
"235",2001-04-10,"NW","I","fish","Cichlasoma","sp.",100,20
"236",2004-12-06,"NY","I","bird","Treron","calva",4,200
"237",2010-09-29,"PB","I","mammal","Alces","alces",1,NA
"238",2013-03-21,"LA","I","coral","Stylophora","pistillata",15,75
"239",2000-09-21,"LA","I","coral","Scleractinia","sp.",395,1740
"240",2004-03-20,"NY","I","fish","Siniperca","chuatsi",560,560
"241",2004-02-18,"NY","I","fish","Carassius","auratus",2900,351
"242",2013-12-27,"ME","I","mammal","Vulpes","lagopus",40,NA
"243",2009-02-11,"NY","I","mammal","Phacochoerus","africanus",1,NA
"244",2010-03-18,"MI","I",NA,NA,NA,18144,NA
"245",2004-06-08,"NY","I","reptile","Caiman","crocodilus",22,2185
"246",2005-06-25,"LA","I","fish","Tropical fish","(marine sp.)",37,45
"247",2011-06-15,"NY","I","reptile","Alligator","mississippiensis",20,3819
"248",2010-11-21,"LA","I","shell","Tridacna","squamosa",100,NA
"249",2009-02-09,"ME","I","shell","Nassarius","sp.",1,NA
"250",2011-07-16,"LA","I","crustacean",NA,NA,1000,307
"251",2004-05-12,"NY","I","mammal","Tragelaphus","strepsiceros",1,50
"252",2001-08-26,"AN","I","mammal","Odocoileus","virginianus",595,202
"253",2011-06-18,"HN","I","mammal","Equus","burchellii",1,92
"254",2001-07-31,"NW","I","mammal","Nyctereutes","procyonoides",3,1185
"255",2013-11-10,"LA","I","coral","Euphyllia","glabrescens",33,NA
"256",2013-06-19,"NW","I","mammal","Neovison","vison",4,9311
"257",2006-02-05,"LA","I","coral","Acropora","plana",30,60
"258",2011-05-12,"SF","I","shell","Loligo","edulis",0,36
"259",2013-09-04,"HN","I","mammal","Dama","dama",2,NA
"260",2009-05-23,"HO","I","mammal","Ursus","americanus",1,NA
"261",2006-07-07,"LA","I","other","Other live inverts","in trop fish &",170,40
"262",2006-10-16,"HO","I","mammal","Ursus","americanus",1,0
"263",2011-07-31,"HA","I","shell",NA,NA,1,900
"264",2000-10-09,"LA","I","crustacean",NA,NA,129,230
"265",2002-12-30,"BA","I","mammal","Tragelaphus","strepsiceros",4,180
"266",2001-05-12,"SF","I","mammal","Aepyceros","melampus",4,0
"267",2011-08-11,"LA","I","shell","Octopus","sp.",408,1481
"268",2009-11-02,"NY","I","mammal","Hemitragus","jemlahicus",2,NA
"269",2009-12-31,"NY","I","reptile","Homalopsis","buccata",1,NA
"270",2004-09-30,"SW","I","mammal","Ovis","canadensis",2,40
"271",2010-06-26,"SF","I","mammal","Panthera","leo",1,NA
"272",2005-10-02,"NY","I","reptile","Python","reticulatus",48,4200
"273",2013-07-15,"LA","I","mammal","Vulpes","sp.",33,1
"274",2006-07-29,"NW","I","reptile","Acrochordus","javanicus",6,8736
"275",2004-05-23,"HN","I","mammal","Equus","burchellii",1,50
"276",2003-10-18,"DS","I","bird","Anas","platyrhynchos",10,0
"277",2014-01-31,"LA","I","coral","Fungia","sp.",10,NA
"278",2005-11-18,"DN","I","mammal","Tragelaphus","strepsiceros",1,400
"279",2004-09-13,"SF","I","coral","Montipora","foliosa",8,34
"280",2003-04-17,"DF","I","mammal","Cervus","elaphus",1,5545
"281",2002-05-27,"CH","I","mammal","Odocoileus","virginianus",936,12153
"282",2011-09-01,"AT","I","mammal","Xerus","inauris",2,0
"283",2002-04-29,"LA","I","coral","Lobophyllia","sp.",15,15
"284",2000-09-03,"CH","I","mammal","Syncerus","caffer",1,0
"285",2014-05-02,"HN","I","mammal","Cervus","elaphus",2,NA
"286",2010-01-19,"LA","I","coral","Acropora","digitifera",6,NA
"287",2010-08-03,"ME","I","shell","Pinctada","maxima",250,NA
"288",2014-06-02,"NY","I","echinoderms","Cucumaria","miniata",100,NA
"289",2012-08-09,"HN","I","fish","Melanotaenia","sp.",150,11
"290",2001-09-23,"LA","I","fish",NA,NA,529,140
"291",2007-11-24,"EA","I","mammal","Odocoileus","virginianus",1,0
"292",2001-07-13,"SF","I","mammal","Aepyceros","melampus",1,0
"293",2011-06-04,"MI","I","shell","Octopus","ocellatus",2975,8692
"294",2006-05-07,"NY","I","reptile","Alligator","mississippiensis",2,3804
"295",2007-08-22,"LO","I","shell","Pinctada","maxima",400,3600
"296",2011-12-10,"ME","I","shell","Anodonta","woodiana",9,9
"297",2002-09-19,"LA","I","reptile","Rhampholeon","kerstenii",660,250
"298",2012-10-10,"NY","I","reptile","Python","molurus",13,966
"299",2011-08-18,"LA","I","coral","Cyphastrea","sp.",22,473
"300",2009-10-21,"CH","I","mammal","Oryx","gazella",1,NA
"301",2013-02-06,"SW","I","mammal","Ovis","dalli",1,200
"302",2010-07-29,"CH","I","mammal","Phacochoerus","aethiopicus",1,NA
"303",2010-03-08,"DF","I","mammal","Equus","burchellii",3,NA
"304",2004-03-16,"AT","I","mammal","Tragelaphus","strepsiceros",1,85
"305",2011-03-31,"LA","I","coral","Fungia","sp.",5,NA
"306",2000-07-14,"LA","I","mammal","Macropus","giganteus",400,5015
"307",2011-04-05,"LA","I","reptile","Caiman","crocodilus",138,NA
"308",2009-09-04,"SS","I","mammal","Ursus","americanus",1,NA
"309",2004-01-17,"LA","I","shell","Pinctada","fucata",2979,358
"310",2012-12-14,"ME","I",NA,NA,NA,1,363
"311",2003-11-21,"DF","I","reptile","Varanus","niloticus",50,2032
"312",2003-03-16,"LA","I","fish","All live tropical fish","(including goldfish)",118715,15813
"313",2014-06-09,"NY","I","mammal","Vulpes","vulpes",184,NA
"314",2013-06-20,"NW","I","reptile","Elaphe","radiata",175,910
"315",2011-05-17,"CP","I","mammal","Lynx","rufus",5,4750
"316",2004-12-13,"BN","I","mammal","Mustela","vison",1,3380
"317",2008-07-19,"HN","I","bird","Numida","meleagris",1,NA
"318",2008-10-01,"NW","I","mammal","Macaca","fascicularis",8,NA
"319",2005-04-30,"PA","I",NA,NA,NA,1,0
"320",2009-12-01,"HN","I","insect",NA,NA,4,NA
"321",2011-04-28,"PB","I","bird","Pavo","cristatus",1,NA
"322",2012-07-23,"LA","I","shell","Placuna","placenta",300,752
"323",2010-10-20,"LO","I","shell","Patella","sp.",30,NA
"324",2000-12-25,"LA","I","amphibian","Cynops","pyrrhogaster",5400,486
"325",2006-01-11,"ME","I","shell","Pteria","penguin",4,40
"326",2010-11-26,"BO","I","shell","Pinctada","maxima",1452,NA
"327",2006-01-17,"AN","I","shell",NA,NA,8,41
"328",2009-09-26,"CH","I","bird","Tympanuchus","phasianellus",1,NA
"329",2012-07-19,"ME","I","bird","Struthio","camelus",4,910
"330",2006-08-29,"NW","I","mammal","Ovis","aries",509,10180
"331",2008-02-23,"NY","I","reptile","Homalopsis","buccata",144,NA
"332",2008-03-16,"HN","I","bird","Struthio","camelus",1,NA
"333",2002-09-03,"NY","I","reptile","Alligator","mississippiensis",3,1996
"334",2011-12-23,"NW","I","bird","Struthio","camelus",50,436
"335",2013-01-21,"LR","I","reptile","Tupinambis","merianae",2,200
"336",2008-08-12,"EL","I","mammal","Cervidae","sp.",1,NA
"337",2003-07-08,"LA","I","coral","Euphyllia","sp.",5,14
